laus_code,state_fips,county_fips,county,state,year,labor_force,num_employed,num_unemployed,unemp_rate
CN2105700000000,21,57,Cumberland County,KY,2016,2900,2740,160,5.5
CN2105900000000,21,59,Daviess County,KY,2016,45469,43433,2036,4.5
CN2106100000000,21,61,Edmonson County,KY,2016,4734,4444,290,6.1
CN2106300000000,21,63,Elliott County,KY,2016,2160,1925,235,10.9
CN2106500000000,21,65,Estill County,KY,2016,5312,5010,302,5.7
CN2106700000000,21,67,Fayette County,KY,2016,168079,162204,5875,3.5
CN2106900000000,21,69,Fleming County,KY,2016,6035,5677,358,5.9
CN2107100000000,21,71,Floyd County,KY,2016,11684,10416,1268,10.9
CN2107300000000,21,73,Franklin County,KY,2016,24023,23057,966,4
CN2107500000000,21,75,Fulton County,KY,2016,2067,1927,140,6.8
CN2107700000000,21,77,Gallatin County,KY,2016,3838,3654,184,4.8
CN2107900000000,21,79,Garrard County,KY,2016,7570,7212,358,4.7
CN2108100000000,21,81,Grant County,KY,2016,11056,10517,539,4.9
CN2108300000000,21,83,Graves County,KY,2016,15461,14537,924,6
CN2108500000000,21,85,Grayson County,KY,2016,10876,10175,701,6.4
CN2108700000000,21,87,Green County,KY,2016,5033,4813,220,4.4
CN2108900000000,21,89,Greenup County,KY,2016,13577,12403,1174,8.6
CN2109100000000,21,91,Hancock County,KY,2016,3900,3689,211,5.4
CN2109300000000,21,93,Hardin County,KY,2016,47349,45265,2084,4.4
CN2109500000000,21,95,Harlan County,KY,2016,7208,6334,874,12.1
CN2109700000000,21,97,Harrison County,KY,2016,8474,8085,389,4.6
CN2109900000000,21,99,Hart County,KY,2016,7942,7578,364,4.6
CN2110100000000,21,101,Henderson County,KY,2016,21180,20177,1003,4.7
CN2110300000000,21,103,Henry County,KY,2016,7712,7399,313,4.1
CN2110500000000,21,105,Hickman County,KY,2016,2010,1898,112,5.6
CN2110700000000,21,107,Hopkins County,KY,2016,20017,18917,1100,5.5
CN2110900000000,21,109,Jackson County,KY,2016,4262,3943,319,7.5
CN2111100000000,21,111,Jefferson County,KY,2016,380367,363746,16621,4.4
CN2111300000000,21,113,Jessamine County,KY,2016,25279,24306,973,3.8
CN2111500000000,21,115,Johnson County,KY,2016,7360,6656,704,9.6
CN2111700000000,21,117,Kenton County,KY,2016,83093,79699,3394,4.1
CN2111900000000,21,119,Knott County,KY,2016,4603,4086,517,11.2
CN2112100000000,21,121,Knox County,KY,2016,9816,9044,772,7.9
CN2112300000000,21,123,Larue County,KY,2016,5941,5675,266,4.5
CN2112500000000,21,125,Laurel County,KY,2016,23625,22189,1436,6.1
CN2112700000000,21,127,Lawrence County,KY,2016,5140,4606,534,10.4
CN2112900000000,21,129,Lee County,KY,2016,1991,1807,184,9.2
CN2113100000000,21,131,Leslie County,KY,2016,2831,2462,369,13
CN2113300000000,21,133,Letcher County,KY,2016,6562,5782,780,11.9
CN2113500000000,21,135,Lewis County,KY,2016,4970,4514,456,9.2
CN2113700000000,21,137,Lincoln County,KY,2016,9126,8583,543,6
CN2113900000000,21,139,Livingston County,KY,2016,3692,3433,259,7
CN2114100000000,21,141,Logan County,KY,2016,11829,11327,502,4.2
CN2114300000000,21,143,Lyon County,KY,2016,3039,2868,171,5.6
CN2114500000000,21,145,McCracken County,KY,2016,28851,27219,1632,5.7
CN2114700000000,21,147,McCreary County,KY,2016,4748,4382,366,7.7
CN2114900000000,21,149,McLean County,KY,2016,4253,4049,204,4.8
CN2115100000000,21,151,Madison County,KY,2016,44105,42297,1808,4.1
CN2115300000000,21,153,Magoffin County,KY,2016,3237,2629,608,18.8
CN2115500000000,21,155,Marion County,KY,2016,9486,9096,390,4.1
CN2115700000000,21,157,Marshall County,KY,2016,14843,14006,837,5.6
CN2115900000000,21,159,Martin County,KY,2016,3094,2780,314,10.1
CN2116100000000,21,161,Mason County,KY,2016,7216,6774,442,6.1
CN2116300000000,21,163,Meade County,KY,2016,11982,11378,604,5
CN2116500000000,21,165,Menifee County,KY,2016,2383,2182,201,8.4
CN2116700000000,21,167,Mercer County,KY,2016,9910,9443,467,4.7
CN2116900000000,21,169,Metcalfe County,KY,2016,4106,3923,183,4.5
CN2117100000000,21,171,Monroe County,KY,2016,4699,4509,190,4
CN2117300000000,21,173,Montgomery County,KY,2016,11832,11092,740,6.3
CN2117500000000,21,175,Morgan County,KY,2016,4518,4167,351,7.8
CN2117700000000,21,177,Muhlenberg County,KY,2016,11581,10770,811,7
CN2117900000000,21,179,Nelson County,KY,2016,21541,20581,960,4.5
CN2118100000000,21,181,Nicholas County,KY,2016,3337,3157,180,5.4
CN2118300000000,21,183,Ohio County,KY,2016,9489,8872,617,6.5
CN2118500000000,21,185,Oldham County,KY,2016,31146,30092,1054,3.4
CN2118700000000,21,187,Owen County,KY,2016,5595,5365,230,4.1
CN2118900000000,21,189,Owsley County,KY,2016,1133,1026,107,9.4
CN2119100000000,21,191,Pendleton County,KY,2016,6649,6328,321,4.8
CN2119300000000,21,193,Perry County,KY,2016,8629,7721,908,10.5
CN2119500000000,21,195,Pike County,KY,2016,19989,17834,2155,10.8
CN2119700000000,21,197,Powell County,KY,2016,4947,4601,346,7
CN2119900000000,21,199,Pulaski County,KY,2016,25367,24019,1348,5.3
CN2120100000000,21,201,Robertson County,KY,2016,810,762,48,5.9
CN2120300000000,21,203,Rockcastle County,KY,2016,6692,6295,397,5.9
CN2120500000000,21,205,Rowan County,KY,2016,10657,10069,588,5.5
CN2120700000000,21,207,Russell County,KY,2016,6072,5569,503,8.3
CN2120900000000,21,209,Scott County,KY,2016,26986,25975,1011,3.7
CN2121100000000,21,211,Shelby County,KY,2016,23071,22254,817,3.5
CN2121300000000,21,213,Simpson County,KY,2016,8316,7951,365,4.4
CN2121500000000,21,215,Spencer County,KY,2016,9321,8968,353,3.8
CN2121700000000,21,217,Taylor County,KY,2016,11571,10980,591,5.1
CN2121900000000,21,219,Todd County,KY,2016,5493,5261,232,4.2
CN2122100000000,21,221,Trigg County,KY,2016,5698,5380,318,5.6
CN2122300000000,21,223,Trimble County,KY,2016,3878,3671,207,5.3
CN2122500000000,21,225,Union County,KY,2016,6177,5765,412,6.7
CN2122700000000,21,227,Warren County,KY,2016,60328,58002,2326,3.9
CN2122900000000,21,229,Washington County,KY,2016,6161,5909,252,4.1
CN2123100000000,21,231,Wayne County,KY,2016,7480,6936,544,7.3
CN2123300000000,21,233,Webster County,KY,2016,5811,5471,340,5.9
CN2123500000000,21,235,Whitley County,KY,2016,13241,12382,859,6.5
CN2123700000000,21,237,Wolfe County,KY,2016,1960,1769,191,9.7
CN2123900000000,21,239,Woodford County,KY,2016,14438,13977,461,3.2
CN2200100000000,22,1,Acadia Parish,LA,2016,24484,22667,1817,7.4
CN2200300000000,22,3,Allen Parish,LA,2016,8909,8338,571,6.4
CN2200500000000,22,5,Ascension Parish,LA,2016,61331,58326,3005,4.9
CN2200700000000,22,7,Assumption Parish,LA,2016,9184,8405,779,8.5
CN2200900000000,22,9,Avoyelles Parish,LA,2016,15720,14610,1110,7.1
CN2201100000000,22,11,Beauregard Parish,LA,2016,15045,14139,906,6
CN2201300000000,22,13,Bienville Parish,LA,2016,5675,5238,437,7.7
CN2201500000000,22,15,Bossier Parish,LA,2016,56987,53937,3050,5.4
CN2201700000000,22,17,Caddo Parish,LA,2016,107764,100630,7134,6.6
CN2201900000000,22,19,Calcasieu Parish,LA,2016,102869,97960,4909,4.8
CN2202100000000,22,21,Caldwell Parish,LA,2016,3989,3685,304,7.6
CN2202300000000,22,23,Cameron Parish,LA,2016,3816,3648,168,4.4
CN2202500000000,22,25,Catahoula Parish,LA,2016,3441,3120,321,9.3
CN2202700000000,22,27,Claiborne Parish,LA,2016,5989,5585,404,6.7
CN2202900000000,22,29,Concordia Parish,LA,2016,7268,6662,606,8.3
CN2203100000000,22,31,De Soto Parish,LA,2016,10815,10015,800,7.4
CN2203300000000,22,33,East Baton Rouge Parish,LA,2016,233578,221566,12012,5.1
CN2203500000000,22,35,East Carroll Parish,LA,2016,2150,1898,252,11.7
CN2203700000000,22,37,East Feliciana Parish,LA,2016,8160,7694,466,5.7
CN2203900000000,22,39,Evangeline Parish,LA,2016,12688,11743,945,7.4
CN2204100000000,22,41,Franklin Parish,LA,2016,7292,6626,666,9.1
CN2204300000000,22,43,Grant Parish,LA,2016,8379,7793,586,7
CN2204500000000,22,45,Iberia Parish,LA,2016,30436,27586,2850,9.4
CN2204700000000,22,47,Iberville Parish,LA,2016,14278,13304,974,6.8
CN2204900000000,22,49,Jackson Parish,LA,2016,7029,6629,400,5.7
CN2205100000000,22,51,Jefferson Parish,LA,2016,217426,205922,11504,5.3
CN2205300000000,22,53,Jefferson Davis Parish,LA,2016,13578,12758,820,6
CN2205500000000,22,55,Lafayette Parish,LA,2016,113761,106731,7030,6.2
CN2205700000000,22,57,Lafourche Parish,LA,2016,43241,40507,2734,6.3
CN2205900000000,22,59,LaSalle Parish,LA,2016,6259,5844,415,6.6
CN2206100000000,22,61,Lincoln Parish,LA,2016,20576,19234,1342,6.5
CN2206300000000,22,63,Livingston Parish,LA,2016,67999,64551,3448,5.1
CN2206500000000,22,65,Madison Parish,LA,2016,3820,3476,344,9
CN2206700000000,22,67,Morehouse Parish,LA,2016,10635,9597,1038,9.8
CN2206900000000,22,69,Natchitoches Parish,LA,2016,16083,14955,1128,7
CN2207100000000,22,71,Orleans Parish,LA,2016,179967,169402,10565,5.9
CN2207300000000,22,73,Ouachita Parish,LA,2016,71851,67480,4371,6.1
CN2207500000000,22,75,Plaquemines Parish,LA,2016,10245,9698,547,5.3
CN2207700000000,22,77,Pointe Coupee Parish,LA,2016,10065,9415,650,6.5
CN2207900000000,22,79,Rapides Parish,LA,2016,57569,54029,3540,6.1
CN2208100000000,22,81,Red River Parish,LA,2016,3800,3567,233,6.1
CN2208300000000,22,83,Richland Parish,LA,2016,8439,7815,624,7.4
CN2208500000000,22,85,Sabine Parish,LA,2016,9171,8536,635,6.9
CN2208700000000,22,87,St. Bernard Parish,LA,2016,19522,18331,1191,6.1
CN2208900000000,22,89,St. Charles Parish,LA,2016,25389,24041,1348,5.3
CN2209100000000,22,91,St. Helena Parish,LA,2016,4442,4103,339,7.6
CN2209300000000,22,93,St. James Parish,LA,2016,9657,8934,723,7.5
CN2209500000000,22,95,St. John the Baptist Parish,LA,2016,20144,18772,1372,6.8
CN2209700000000,22,97,St. Landry Parish,LA,2016,32748,30095,2653,8.1
CN2209900000000,22,99,St. Martin Parish,LA,2016,22895,21109,1786,7.8
CN2210100000000,22,101,St. Mary Parish,LA,2016,22138,20053,2085,9.4
CN2210300000000,22,103,St. Tammany Parish,LA,2016,116448,110624,5824,5
CN2210500000000,22,105,Tangipahoa Parish,LA,2016,54225,50580,3645,6.7
CN2210700000000,22,107,Tensas Parish,LA,2016,1643,1481,162,9.9
CN2210900000000,22,109,Terrebonne Parish,LA,2016,49199,45759,3440,7
CN2211100000000,22,111,Union Parish,LA,2016,9283,8679,604,6.5
CN2211300000000,22,113,Vermilion Parish,LA,2016,24573,22693,1880,7.7
CN2211500000000,22,115,Vernon Parish,LA,2016,16996,15763,1233,7.3
CN2211700000000,22,117,Washington Parish,LA,2016,16986,15794,1192,7
CN2211900000000,22,119,Webster Parish,LA,2016,15269,13960,1309,8.6
CN2212100000000,22,121,West Baton Rouge Parish,LA,2016,13178,12474,704,5.3
CN2212300000000,22,123,West Carroll Parish,LA,2016,4145,3651,494,11.9
CN2212500000000,22,125,West Feliciana Parish,LA,2016,5375,5100,275,5.1
CN2212700000000,22,127,Winn Parish,LA,2016,5210,4804,406,7.8
CN2300100000000,23,1,Androscoggin County,ME,2016,55377,53384,1993,3.6
CN2300300000000,23,3,Aroostook County,ME,2016,31576,29772,1804,5.7
CN2300500000000,23,5,Cumberland County,ME,2016,160736,156050,4686,2.9
CN2300700000000,23,7,Franklin County,ME,2016,14485,13847,638,4.4
CN2300900000000,23,9,Hancock County,ME,2016,29190,27819,1371,4.7
CN2301100000000,23,11,Kennebec County,ME,2016,62284,60026,2258,3.6
CN2301300000000,23,13,Knox County,ME,2016,20691,19950,741,3.6
CN2301500000000,23,15,Lincoln County,ME,2016,17010,16365,645,3.8
CN2301700000000,23,17,Oxford County,ME,2016,26597,25331,1266,4.8
CN2301900000000,23,19,Penobscot County,ME,2016,76955,73593,3362,4.4
CN2302100000000,23,21,Piscataquis County,ME,2016,7511,7104,407,5.4
CN2302300000000,23,23,Sagadahoc County,ME,2016,19206,18629,577,3
CN2302500000000,23,25,Somerset County,ME,2016,23574,22201,1373,5.8
CN2302700000000,23,27,Waldo County,ME,2016,20742,19869,873,4.2
CN2302900000000,23,29,Washington County,ME,2016,14123,13248,875,6.2
CN2303100000000,23,31,York County,ME,2016,110567,106821,3746,3.4
CN2400100000000,24,1,Allegany County,MD,2016,32427,30464,1963,6.1
CN2400300000000,24,3,Anne Arundel County,MD,2016,303850,292682,11168,3.7
CN2400500000000,24,5,Baltimore County,MD,2016,448934,428795,20139,4.5
CN2400900000000,24,9,Calvert County,MD,2016,47809,45983,1826,3.8
CN2401100000000,24,11,Caroline County,MD,2016,17629,16809,820,4.7
CN2401300000000,24,13,Carroll County,MD,2016,93859,90567,3292,3.5
CN2401500000000,24,15,Cecil County,MD,2016,52581,49918,2663,5.1
CN2401700000000,24,17,Charles County,MD,2016,81960,78513,3447,4.2
CN2401900000000,24,19,Dorchester County,MD,2016,15870,14914,956,6
CN2402100000000,24,21,Frederick County,MD,2016,129440,124587,4853,3.7
CN2402300000000,24,23,Garrett County,MD,2016,15533,14678,855,5.5
CN2402500000000,24,25,Harford County,MD,2016,137089,131499,5590,4.1
CN2402700000000,24,27,Howard County,MD,2016,178637,172946,5691,3.2
CN2402900000000,24,29,Kent County,MD,2016,10308,9824,484,4.7
CN2403100000000,24,31,Montgomery County,MD,2016,551392,533201,18191,3.3
CN2403300000000,24,33,Prince George's County,MD,2016,494517,472880,21637,4.4
CN2403500000000,24,35,Queen Anne's County,MD,2016,26788,25780,1008,3.8
CN2403700000000,24,37,St. Mary's County,MD,2016,54683,52440,2243,4.1
CN2403900000000,24,39,Somerset County,MD,2016,9234,8586,648,7
CN2404100000000,24,41,Talbot County,MD,2016,19494,18698,796,4.1
CN2404300000000,24,43,Washington County,MD,2016,76939,73189,3750,4.9
CN2404500000000,24,45,Wicomico County,MD,2016,50653,47621,3032,6
CN2404700000000,24,47,Worcester County,MD,2016,25401,23127,2274,9
CN2451000000000,24,510,Baltimore city,MD,2016,294985,276430,18555,6.3
CN2500100000000,25,1,Barnstable County,MA,2016,110749,105524,5225,4.7
CN2500300000000,25,3,Berkshire County,MA,2016,64477,61704,2773,4.3
CN2500500000000,25,5,Bristol County,MA,2016,287648,274174,13474,4.7
CN2500700000000,25,7,Dukes County,MA,2016,9350,8881,469,5
CN2500900000000,25,9,Essex County,MA,2016,407474,391997,15477,3.8
CN2501100000000,25,11,Franklin County,MA,2016,39307,37995,1312,3.3
CN2501300000000,25,13,Hampden County,MA,2016,220913,209761,11152,5
CN2501500000000,25,15,Hampshire County,MA,2016,86767,83875,2892,3.3
CN2501700000000,25,17,Middlesex County,MA,2016,866322,840255,26067,3
CN2501900000000,25,19,Nantucket County/town,MA,2016,7012,6714,298,4.2
CN2502100000000,25,21,Norfolk County,MA,2016,370658,358675,11983,3.2
CN2502300000000,25,23,Plymouth County,MA,2016,268693,258202,10491,3.9
CN2502500000000,25,25,Suffolk County,MA,2016,423130,408738,14392,3.4
CN2502700000000,25,27,Worcester County,MA,2016,426113,409332,16781,3.9
CN2600100000000,26,1,Alcona County,MI,2016,3842,3559,283,7.4
CN2600300000000,26,3,Alger County,MI,2016,3244,2984,260,8
CN2600500000000,26,5,Allegan County,MI,2016,61542,59246,2296,3.7
CN2600700000000,26,7,Alpena County,MI,2016,13705,12926,779,5.7
CN2600900000000,26,9,Antrim County,MI,2016,10058,9372,686,6.8
CN2601100000000,26,11,Arenac County,MI,2016,6117,5621,496,8.1
CN2601300000000,26,13,Baraga County,MI,2016,3249,2992,257,7.9
CN2601500000000,26,15,Barry County,MI,2016,30955,29767,1188,3.8
CN2601700000000,26,17,Bay County,MI,2016,52090,49359,2731,5.2
CN2601900000000,26,19,Benzie County,MI,2016,8813,8252,561,6.4
CN2602100000000,26,21,Berrien County,MI,2016,73901,70353,3548,4.8
CN2602300000000,26,23,Branch County,MI,2016,19171,18281,890,4.6
CN2602500000000,26,25,Calhoun County,MI,2016,64544,61566,2978,4.6
CN2602700000000,26,27,Cass County,MI,2016,24469,23354,1115,4.6
CN2602900000000,26,29,Charlevoix County,MI,2016,13127,12437,690,5.3
CN2603100000000,26,31,Cheboygan County,MI,2016,10850,9871,979,9
CN2603300000000,26,33,Chippewa County,MI,2016,16491,15272,1219,7.4
CN2603500000000,26,35,Clare County,MI,2016,11927,11071,856,7.2
CN2603700000000,26,37,Clinton County,MI,2016,40510,39066,1444,3.6
CN2603900000000,26,39,Crawford County,MI,2016,5348,4952,396,7.4
CN2604100000000,26,41,Delta County,MI,2016,17189,16101,1088,6.3
CN2604300000000,26,43,Dickinson County,MI,2016,12577,11927,650,5.2
CN2604500000000,26,45,Eaton County,MI,2016,57072,54808,2264,4
CN2604700000000,26,47,Emmet County,MI,2016,17673,16570,1103,6.2
CN2604900000000,26,49,Genesee County,MI,2016,183107,173169,9938,5.4
CN2605100000000,26,51,Gladwin County,MI,2016,9837,9169,668,6.8
CN2605300000000,26,53,Gogebic County,MI,2016,6418,5998,420,6.5
CN2605500000000,26,55,Grand Traverse County,MI,2016,49359,47316,2043,4.1
CN2605700000000,26,57,Gratiot County,MI,2016,18254,17346,908,5
CN2605900000000,26,59,Hillsdale County,MI,2016,21331,20294,1037,4.9
CN2606100000000,26,61,Houghton County,MI,2016,16447,15478,969,5.9
CN2606300000000,26,63,Huron County,MI,2016,16107,15302,805,5
CN2606500000000,26,65,Ingham County,MI,2016,148845,142705,6140,4.1
CN2606700000000,26,67,Ionia County,MI,2016,29758,28549,1209,4.1
CN2606900000000,26,69,Iosco County,MI,2016,10052,9341,711,7.1
CN2607100000000,26,71,Iron County,MI,2016,5255,4913,342,6.5
CN2607300000000,26,73,Isabella County,MI,2016,35432,33836,1596,4.5
CN2607500000000,26,75,Jackson County,MI,2016,74432,70937,3495,4.7
CN2607700000000,26,77,Kalamazoo County,MI,2016,132145,126996,5149,3.9
CN2607900000000,26,79,Kalkaska County,MI,2016,7744,7208,536,6.9
CN2608100000000,26,81,Kent County,MI,2016,351974,340131,11843,3.4
CN2608300000000,26,83,Keweenaw County,MI,2016,926,848,78,8.4
CN2608500000000,26,85,Lake County,MI,2016,3783,3508,275,7.3
CN2608700000000,26,87,Lapeer County,MI,2016,40485,37843,2642,6.5
CN2608900000000,26,89,Leelanau County,MI,2016,10721,10220,501,4.7
CN2609100000000,26,91,Lenawee County,MI,2016,47618,45482,2136,4.5
CN2609300000000,26,93,Livingston County,MI,2016,98727,94599,4128,4.2
CN2609500000000,26,95,Luce County,MI,2016,2425,2267,158,6.5
CN2609700000000,26,97,Mackinac County,MI,2016,5230,4737,493,9.4
CN2609900000000,26,99,Macomb County,MI,2016,431844,408907,22937,5.3
CN2610100000000,26,101,Manistee County,MI,2016,10587,9924,663,6.3
CN2610300000000,26,103,Marquette County,MI,2016,33374,31509,1865,5.6
CN2610500000000,26,105,Mason County,MI,2016,14298,13502,796,5.6
CN2610700000000,26,107,Mecosta County,MI,2016,19174,18140,1034,5.4
CN2610900000000,26,109,Menominee County,MI,2016,11418,10780,638,5.6
CN2611100000000,26,111,Midland County,MI,2016,41182,39312,1870,4.5
CN2611300000000,26,113,Missaukee County,MI,2016,6994,6592,402,5.7
CN2611500000000,26,115,Monroe County,MI,2016,76929,73587,3342,4.3
CN2611700000000,26,117,Montcalm County,MI,2016,28248,26829,1419,5
CN2611900000000,26,119,Montmorency County,MI,2016,3101,2799,302,9.7
CN2612100000000,26,121,Muskegon County,MI,2016,77329,73283,4046,5.2
CN2612300000000,26,123,Newaygo County,MI,2016,23401,22297,1104,4.7
CN2612500000000,26,125,Oakland County,MI,2016,648101,620699,27402,4.2
CN2612700000000,26,127,Oceana County,MI,2016,12252,11385,867,7.1
CN2612900000000,26,129,Ogemaw County,MI,2016,8283,7658,625,7.5
CN2613100000000,26,131,Ontonagon County,MI,2016,2239,2053,186,8.3
CN2613300000000,26,133,Osceola County,MI,2016,10490,9911,579,5.5
CN2613500000000,26,135,Oscoda County,MI,2016,2907,2699,208,7.2
CN2613700000000,26,137,Otsego County,MI,2016,11722,11050,672,5.7
CN2613900000000,26,139,Ottawa County,MI,2016,156239,151202,5037,3.2
CN2614100000000,26,141,Presque Isle County,MI,2016,5342,4851,491,9.2
CN2614300000000,26,143,Roscommon County,MI,2016,7928,7283,645,8.1
CN2614500000000,26,145,Saginaw County,MI,2016,88844,84302,4542,5.1
CN2614700000000,26,147,St. Clair County,MI,2016,74350,69771,4579,6.2
CN2614900000000,26,149,St. Joseph County,MI,2016,29436,28261,1175,4
CN2615100000000,26,151,Sanilac County,MI,2016,19402,18237,1165,6
CN2615300000000,26,153,Schoolcraft County,MI,2016,3318,3015,303,9.1
CN2615500000000,26,155,Shiawassee County,MI,2016,33646,31946,1700,5.1
CN2615700000000,26,157,Tuscola County,MI,2016,24230,22757,1473,6.1
CN2615900000000,26,159,Van Buren County,MI,2016,35577,33620,1957,5.5
CN2616100000000,26,161,Washtenaw County,MI,2016,191860,185274,6586,3.4
CN2616300000000,26,163,Wayne County,MI,2016,773086,723788,49298,6.4
CN2616500000000,26,165,Wexford County,MI,2016,14764,13933,831,5.6
CN2700100000000,27,1,Aitkin County,MN,2016,7013,6521,492,7
CN2700300000000,27,3,Anoka County,MN,2016,190604,183438,7166,3.8
CN2700500000000,27,5,Becker County,MN,2016,18205,17357,848,4.7
CN2700700000000,27,7,Beltrami County,MN,2016,23515,22274,1241,5.3
CN2700900000000,27,9,Benton County,MN,2016,21540,20579,961,4.5
CN2701100000000,27,11,Big Stone County,MN,2016,2718,2586,132,4.9
CN2701300000000,27,13,Blue Earth County,MN,2016,39471,38204,1267,3.2
CN2701500000000,27,15,Brown County,MN,2016,14755,14146,609,4.1
CN2701700000000,27,17,Carlton County,MN,2016,17409,16467,942,5.4
CN2701900000000,27,19,Carver County,MN,2016,55388,53533,1855,3.3
CN2702100000000,27,21,Cass County,MN,2016,14330,13363,967,6.7
CN2702300000000,27,23,Chippewa County,MN,2016,6962,6646,316,4.5
CN2702500000000,27,25,Chisago County,MN,2016,28858,27599,1259,4.4
CN2702700000000,27,27,Clay County,MN,2016,35544,34311,1233,3.5
CN2702900000000,27,29,Clearwater County,MN,2016,4697,4244,453,9.6
CN2703100000000,27,31,Cook County,MN,2016,3056,2916,140,4.6
CN2703300000000,27,33,Cottonwood County,MN,2016,5524,5123,401,7.3
CN2703500000000,27,35,Crow Wing County,MN,2016,31636,30009,1627,5.1
CN2703700000000,27,37,Dakota County,MN,2016,233145,225165,7980,3.4
CN2703900000000,27,39,Dodge County,MN,2016,11474,11043,431,3.8
CN2704100000000,27,41,Douglas County,MN,2016,20112,19406,706,3.5
CN2704300000000,27,43,Faribault County,MN,2016,7310,6985,325,4.4
CN2704500000000,27,45,Fillmore County,MN,2016,11398,10934,464,4.1
CN2704700000000,27,47,Freeborn County,MN,2016,16158,15531,627,3.9
CN2704900000000,27,49,Goodhue County,MN,2016,26702,25700,1002,3.8
CN2705100000000,27,51,Grant County,MN,2016,3270,3115,155,4.7
CN2705300000000,27,53,Hennepin County,MN,2016,679285,656426,22859,3.4
CN2705500000000,27,55,Houston County,MN,2016,10481,10063,418,4
CN2705700000000,27,57,Hubbard County,MN,2016,9789,9154,635,6.5
CN2705900000000,27,59,Isanti County,MN,2016,20333,19370,963,4.7
CN2706100000000,27,61,Itasca County,MN,2016,21851,19959,1892,8.7
CN2706300000000,27,63,Jackson County,MN,2016,6088,5811,277,4.5
CN2706500000000,27,65,Kanabec County,MN,2016,8951,8364,587,6.6
CN2706700000000,27,67,Kandiyohi County,MN,2016,24065,23140,925,3.8
CN2706900000000,27,69,Kittson County,MN,2016,2396,2284,112,4.7
CN2707100000000,27,71,Koochiching County,MN,2016,6159,5634,525,8.5
CN2707300000000,27,73,Lac qui Parle County,MN,2016,3628,3471,157,4.3
CN2707500000000,27,75,Lake County,MN,2016,5373,5026,347,6.5
CN2707700000000,27,77,Lake of the Woods County,MN,2016,2406,2292,114,4.7
CN2707900000000,27,79,Le Sueur County,MN,2016,15564,14803,761,4.9
CN2708100000000,27,81,Lincoln County,MN,2016,3371,3248,123,3.6
CN2708300000000,27,83,Lyon County,MN,2016,15085,14548,537,3.6
CN2708500000000,27,85,McLeod County,MN,2016,19584,18709,875,4.5
CN2708700000000,27,87,Mahnomen County,MN,2016,2386,2249,137,5.7
CN2708900000000,27,89,Marshall County,MN,2016,5606,5193,413,7.4
CN2709100000000,27,91,Martin County,MN,2016,10427,9994,433,4.2
CN2709300000000,27,93,Meeker County,MN,2016,13171,12573,598,4.5
CN2709500000000,27,95,Mille Lacs County,MN,2016,12667,11905,762,6
CN2709700000000,27,97,Morrison County,MN,2016,17723,16718,1005,5.7
CN2709900000000,27,99,Mower County,MN,2016,20444,19797,647,3.2
CN2710100000000,27,101,Murray County,MN,2016,4955,4718,237,4.8
CN2710300000000,27,103,Nicollet County,MN,2016,20337,19759,578,2.8
CN2710500000000,27,105,Nobles County,MN,2016,11364,10931,433,3.8
CN2710700000000,27,107,Norman County,MN,2016,3435,3268,167,4.9
CN2710900000000,27,109,Olmsted County,MN,2016,84313,81780,2533,3
CN2711100000000,27,111,Otter Tail County,MN,2016,31146,29778,1368,4.4
CN2711300000000,27,113,Pennington County,MN,2016,9031,8508,523,5.8
CN2711500000000,27,115,Pine County,MN,2016,14760,13892,868,5.9
CN2711700000000,27,117,Pipestone County,MN,2016,4874,4686,188,3.9
CN2711900000000,27,119,Polk County,MN,2016,17158,16411,747,4.4
CN2712100000000,27,121,Pope County,MN,2016,6261,6036,225,3.6
CN2712300000000,27,123,Ramsey County,MN,2016,280628,270438,10190,3.6
CN2712500000000,27,125,Red Lake County,MN,2016,2329,2162,167,7.2
CN2712700000000,27,127,Redwood County,MN,2016,8306,7964,342,4.1
CN2712900000000,27,129,Renville County,MN,2016,8432,7986,446,5.3
CN2713100000000,27,131,Rice County,MN,2016,35888,34623,1265,3.5
CN2713300000000,27,133,Rock County,MN,2016,5874,5737,137,2.3
CN2713500000000,27,135,Roseau County,MN,2016,8284,7859,425,5.1
CN2713700000000,27,137,St. Louis County,MN,2016,101358,95470,5888,5.8
CN2713900000000,27,139,Scott County,MN,2016,79453,76870,2583,3.3
CN2714100000000,27,141,Sherburne County,MN,2016,49647,47592,2055,4.1
CN2714300000000,27,143,Sibley County,MN,2016,8495,8131,364,4.3
CN2714500000000,27,145,Stearns County,MN,2016,88054,84696,3358,3.8
CN2714700000000,27,147,Steele County,MN,2016,21166,20409,757,3.6
CN2714900000000,27,149,Stevens County,MN,2016,5647,5475,172,3
CN2715100000000,27,151,Swift County,MN,2016,5100,4829,271,5.3
CN2715300000000,27,153,Todd County,MN,2016,12885,12276,609,4.7
CN2715500000000,27,155,Traverse County,MN,2016,1805,1738,67,3.7
CN2715700000000,27,157,Wabasha County,MN,2016,11986,11541,445,3.7
CN2715900000000,27,159,Wadena County,MN,2016,6244,5871,373,6
CN2716100000000,27,161,Waseca County,MN,2016,9470,9063,407,4.3
CN2716300000000,27,163,Washington County,MN,2016,137771,133125,4646,3.4
CN2716500000000,27,165,Watonwan County,MN,2016,6409,6088,321,5
CN2716700000000,27,167,Wilkin County,MN,2016,3693,3571,122,3.3
CN2716900000000,27,169,Winona County,MN,2016,29217,28177,1040,3.6
